0.25	0.83	1.22	2.2	0.05	0.12	0.06	0.05	90.06	0.13	3.7	0.81	0.09	0.18	0.05	0.19
63.2	0	0	0	31.91	1.9	0	2.47	0.13	0.39	0	0	0	0	0	0
46.73	37.6	6.04	4.87	0.39	0.46	1.51	0.11	0.14	0.84	0.56	0.74	0	0	0	0
42.18	35.99	4.81	11.79	0.51	0.65	0.28	0.42	0.96	0.57	1.83	0.01	0	0	0	0
32.78	26.11	5.33	5.41	0	4.9	24.32	0	1.14	0	0	0	0	0	0	0
11.62	57.74	11.79	2.33	1.08	0.41	0.26	0.71	0.15	0.41	2	9.66	0.2	0.59	0.22	0.85
0.03	11.04	3.51	51.02	0.05	0.09	0	0.15	0.15	0.1	33.62	0.22	0.02	0.01	0	0
0.15	0.08	0.17	0	0.14	0	0	0.29	0.11	0	0.14	0.12	1.44	0.12	0.74	96.5
0.12	0.15	0	0.1	0	0.02	0.05	0.1	0.01	0.07	0.12	0.25	0	54.65	1.22	43.14
0.33	5.3	28.33	35.64	0.02	0.61	0.4	0.29	0.07	0.63	22.82	5.49	0.03	0	0	0.02
16.82	3.04	0.76	0.46	27.74	6.31	42.1	1.4	0.47	0.33	0.19	0.24	0.01	0.03	0.08	0.02
23.25	40.96	11.65	10.12	0.52	2.71	7.55	0.66	1.21	1.06	0.05	0.21	0	0.04	0.01	0
0.6	3.2	2.85	2.47	0.16	51.35	34.81	0.63	0.71	1.66	1.25	0.31	0	0	0	0
1.27	3.14	2.99	1.9	0.91	48.41	36.86	0.4	1.4	1.27	0.9	0.38	0.11	0.02	0.02	0.02
11.15	0.69	0.89	0.5	70.8	3.37	9.53	1.72	0.38	0.39	0.18	0.33	0.02	0.03	0.02	0
51.26	30.28	3.66	5.44	1.53	0.5	1.52	0.86	0.89	0.7	1.91	0.16	0	0	0.01	1.28
66.47	25.69	0.26	1.56	0.79	0.56	1.14	0.65	0.93	0.63	1.01	0.3	0	0	0	0
0.15	22.44	51	20.05	0.4	1.89	0.62	0.3	0.91	0.7	0.87	0.67	0	0	0	0
63.22	24.94	2.46	0.18	1.37	0.91	3.79	1.08	0.5	0.35	1.14	0.05	0	0.01	0	0
68.63	15.48	2.78	3.96	4.21	0.91	1.77	0.37	1.1	0.25	0.35	0	0.01	0.07	0.03	0.08
0.33	0	0	0	33.85	0.83	64.77	0.08	0.03	0.03	0.03	0.02	0.02	0	0	0
0.05	0.05	0.03	0.06	29.98	0.88	68.48	0.06	0.07	0.18	0.06	0.01	0	0.01	0	0.06
0.06	0.24	0.07	0.16	18.59	3.57	76.23	0.3	0.22	0.4	0.04	0.11	0	0	0.01	0
0.26	0.18	0.1	0.16	18.78	3.41	76.33	0.14	0.19	0.29	0.08	0.06	0	0	0	0.01
0.02	0.38	0.74	4.68	0.06	11.63	0.05	0.08	1.21	79.85	1.14	0.17	0	0	0	0
0.67	9.13	6.95	50.13	0.56	17.46	2.15	0.27	0.77	3.5	6.79	1.6	0.01	0.01	0	0
43.87	31.21	10.37	1.38	2.07	0.47	0.58	0.73	0.48	0.29	3.06	5.36	0.01	0.1	0.02	0.01
0.31	5.13	5.65	17.45	0.21	0.31	0.13	0.36	26.36	0.44	32.51	3.9	0.2	0.72	0.43	5.89
0.29	3.99	5.4	15.25	0.28	0.32	0.08	0.3	33.38	0.44	27.55	3.55	0.17	0.78	0.38	7.85
0	0.02	0	0.07	0	0	0.01	0	99.66	0	0.11	0	0	0.01	0	0.12
0.24	7.44	48.86	5.55	0.13	0.09	0.09	0.37	0.04	0.13	19.13	17.39	0.02	0.42	0.04	0.07
0.2	0.02	0	0	70.68	0.27	28.33	0.28	0.01	0.2	0	0	0	0	0	0
0.26	0	0	0	68.76	0.24	30.32	0.21	0.08	0.11	0	0	0	0	0	0
0.27	0.3	1.15	0.2	3.35	32.43	59.51	0.41	0.26	1.56	0.28	0.28	0.01	0	0	0
52.85	34.12	1.07	4.97	1.07	0.75	0.85	0.41	0.49	0.64	2.25	0.53	0	0	0	0
73.2	0.35	0	0	20.44	0.56	0	3.61	0.99	0.84	0	0	0	0	0	0
0.03	0.01	0	0.01	0.11	0.03	0.01	0.05	0.09	0.05	0.21	0.81	0.06	0.78	0.22	97.53
1.14	1.81	2.15	10.23	0.77	68.99	10.01	0.09	0.45	1.34	2.3	0.67	0.04	0	0	0
0.43	2.83	5.87	15.37	0.1	0.13	0.13	0.17	7.26	0.33	21.66	4.62	0.49	1.82	1.51	37.28
1.71	5.04	58.26	1.88	0.1	0.08	0.04	0.41	0.33	0.18	8.91	21.23	0.07	1.17	0.16	0.44
59.69	31.36	0.64	1.99	1.51	0.26	1.23	0.83	0.2	0.7	1.18	0.41	0	0	0	0
0	0.62	0.77	9.05	0	0	0	0.02	9.16	76.78	3.6	0	0	0	0	0
0.64	2.7	5.23	11.48	0.62	0.33	0.6	0.17	49.88	0.46	18.78	3.16	0.13	0.79	0.22	4.82
1.02	2.55	28.48	0.76	0.14	0.26	0.1	0.42	0.23	0.25	16.6	32.75	0.08	11.3	0.54	4.53
0.26	3.06	30.48	0.36	0.27	0.14	0.11	0.35	0.19	0.29	12.84	33.11	0.26	12.42	0.15	5.69
0.08	0	3.08	0.09	0.21	0.3	0.16	0.17	0.13	0.3	3.61	28.42	0.01	63.43	0	0
0.15	0.04	6.14	0	0.19	0.05	0.05	0.31	0.05	0.1	3.78	34.54	2.72	50.84	0.91	0.13
0.05	0.03	6.46	0	0.12	0.1	0.04	0.26	0.08	0.12	4.1	35.35	2.69	50.04	0.48	0.1
0.2	0.89	0.68	0.86	0.94	80.27	13.36	0.1	0.41	1.39	0.81	0.08	0	0	0	0
0	0	0.05	0.08	0.06	0.02	0.02	0	0.03	0.05	0.04	0.03	1.99	5.4	10.18	82.05
0.94	0.84	1.51	79.9	0.18	5.76	0.23	0.22	0.18	0.59	4.7	4.95	0	0	0	0
0.13	8.63	9.58	42.27	0.16	0.09	0.1	0.15	0.14	0.11	36.44	2.11	0.02	0.06	0.02	0.01
0.24	0.13	0	0	0.03	0.29	0.23	0.27	0.08	0.52	18.54	10.42	0.1	10.42	0.07	58.67
64.79	0	0	0	29.93	0.93	0	3.86	0.13	0.34	0	0	0	0	0	0
20.04	0	0.3	0	26.33	6.36	44.79	1.33	0.28	0.38	0	0.11	0.06	0	0	0
0.34	15.8	52.14	2.36	0.51	0.12	0.04	0.12	0.42	0.3	7.96	19.42	0	0.46	0	0
0.29	17.46	71.97	6.38	0.12	0.33	0.23	0.32	0.24	0.37	1.1	1.16	0.02	0	0	0
0.05	19.93	62.4	6.08	0.4	0.26	0.79	0.55	0.18	0.86	1.83	6.38	0.22	0.06	0	0
47.75	38.65	5.73	3.79	0	0	1.06	0.84	0	1.21	0.96	0	0	0	0	0
65.87	16.97	1.19	2.28	8.87	1.06	0.23	1.83	0.09	0.9	0.48	0.22	0	0	0	0
47.64	4.35	1.55	2.66	16.39	4.29	8.99	7.71	0.63	1.94	0.64	1.24	0.29	1.37	0.3	0
45.83	38.12	4.03	6.02	0.43	0.32	1.27	0.68	0.83	0.73	1.05	0.4	0.24	0.05	0	0
53.37	41.11	0.83	1.05	0.07	0.26	0.47	0.28	0.24	0.08	1.35	0.9	0	0	0	0
53.86	41.81	0.16	1.36	0.06	0.23	0.31	0.11	0.25	0.38	1.08	0.34	0	0	0	0.03
44.16	39.34	4.72	7.25	0.41	0.49	0.41	0.31	0.56	0.44	1.38	0.53	0	0.01	0.01	0
32.64	36.34	13.26	4.76	0.85	0.49	1.41	1.36	1.11	1.07	1.78	3.91	0.25	0.61	0	0.14
54.54	41.39	0	0	0.07	0	0.73	0.74	0.22	0.27	2.03	0	0	0	0	0
0.1	0.15	0	0.06	0.52	0	0.21	0	0.11	0	0	1.92	0.93	93.27	2.7	0.03
0.37	0.28	0.14	2.49	2.59	0.22	0.02	0	0.06	0.03	0.02	5.4	14.3	58.8	9	6.27
70.22	20.99	1.83	0.46	1.13	0.41	1.01	1.1	0.08	1.28	0.05	1.43	0	0	0	0
61.97	28	3.08	1.08	1.12	0.18	1	0.32	0.11	0.79	1.48	0.72	0.02	0.07	0	0.06
0.06	0.03	0.03	0.04	32.85	0.77	65.95	0.06	0.07	0.11	0.02	0.01	0	0	0	0
0.04	0	0	0.01	33.47	0.3	65.91	0.05	0.07	0.13	0	0.01	0	0	0	0
0.63	0.59	0.83	0.52	12.39	5.95	77.89	0.28	0.32	0.3	0.07	0.22	0	0	0	0
26.56	37.23	9.32	17.68	0.14	0.9	0.2	0.86	1.81	1.21	3.25	0.45	0.11	0	0.28	0
0.07	0.16	0.16	0	0	0	0.02	0.14	0.06	0.05	0.25	0.12	0.3	3.98	1.25	93.44
6.35	19.64	12.56	8.98	1.02	18.32	27.61	0.57	0.91	0.75	1.82	1.44	0.02	0	0.02	0
0.02	0.06	0.76	0.51	0.01	0	0.03	0.2	0.12	0.34	0.37	8.01	3.41	41.93	6.3	37.93
0.43	0.25	0.08	0.16	4.28	31.33	60.17	0.39	0.12	2.79	0	0.01	0	0	0	0
69.5	0.94	0.21	0.11	23.41	1.85	0	3.02	0.3	0.56	0	0	0.07	0	0.02	0
0.35	7.14	14.74	48.96	0.2	0.65	0.17	0.15	0.38	0.42	24.28	2.52	0.02	0.02	0	0.01
5.3	0.02	0.12	0.09	87.29	3.59	0.3	2.41	0.12	0.34	0.02	0.05	0.15	0.06	0.1	0.04
0	0.22	0.15	0.01	0.05	0	0.08	0.23	0.07	0.03	0.14	0.09	1.13	0.47	1.94	95.38
3.93	27.42	38.8	4.14	0.47	0.95	0.52	0.39	0.34	0.48	4.98	15.08	0.14	0.81	0.3	1.26
3.69	27.14	40.66	5.33	0.54	1.8	1.49	0.65	0.39	1.11	5.17	11.35	0.21	0.3	0.14	0.03
0.47	18.93	49.6	0	0.5	0.2	0.33	0.15	0.19	0.22	7.06	21.97	0.04	0.26	0.07	0
0.54	17.27	48.77	0.15	0.3	0	0	0.36	0.13	0.05	8.65	23.57	0.02	0.17	0.02	0
3.8	18.72	37.81	2.05	0.18	0.92	0.97	0.77	0.17	0.76	8.03	21.89	0.48	2.33	0.57	0.56
0.84	20.18	47.8	0	0.06	0	0	0.18	0.59	0.6	7.08	22.21	0	0.45	0	0
83.22	0.86	12.55	0.34	0.19	0.68	0.19	0.48	0.53	0.87	0	0.03	0.07	0	0	0
0.27	5.09	22.17	29.12	0.07	0.02	0.03	0.15	0.14	0.18	37.19	5.55	0	0.01	0.01	0
47.78	36.93	4.1	5.84	0.4	0.77	0.48	0.39	0.18	0.8	0.85	1.46	0	0	0	0
47.45	37.34	4.61	5.15	0.35	0.25	0.53	0.71	0.63	0.63	1.29	0.99	0.06	0	0	0
0.03	0	0	0	0	0.65	98.91	0.4	0	0	0	0	0	0	0	0
0.13	0.01	0	0	0.03	0.41	99.02	0.33	0.04	0.02	0	0.01	0	0	0	0
1.06	0	0	0	11.19	11.29	74.48	0.72	0.17	1.07	0	0	0	0	0	0
1.52	0.05	0.46	0.24	0.42	1.15	94.9	0.2	0	0.02	0.05	0.31	0.13	0.12	0.05	0.38
0.59	9.43	38.85	1.22	0.24	0.22	0.5	0.31	0.21	0.43	11.89	28.28	0.15	5.05	0.27	2.36
62.99	0	0	0	31.43	2.23	0	3.07	0	0.26	0	0	0	0	0	0
0.08	0	0	0.04	0.15	0.01	0	0.13	0.04	0.04	0	0	0.42	14.33	4.22	80.52
21.64	43.46	18.36	10.64	0.11	1.84	0	0.57	1.33	1.77	0	0	0.27	0	0.01	0
65.55	26.78	1.08	0	1.15	0.58	1.63	1	0.52	0.84	0	0.7	0	0.13	0.02	0
54.51	33.36	0.8	5.64	0.75	0.42	1.3	0.41	0.47	0.68	1.59	0.07	0	0	0	0
0	0	0	0	0	0	0.03	0	99.95	0	0	0	0	0	0	0
54.65	34.23	3.6	0.87	1.39	0.44	0.59	1.38	0.6	0.3	0.83	1.02	0.02	0.03	0.05	0
45.91	35.31	4.83	6.31	1.27	0.82	0.85	0.59	0.74	0.38	1.46	1.12	0.22	0.11	0.07	0
29.93	37.03	14.38	8.69	0.19	1.25	2.71	0.71	1.63	0.74	1.01	1.19	0.14	0	0.39	0
33.99	41.44	9.76	7.97	0	0.42	1.92	0.34	0.53	0.72	1.74	1.15	0	0	0	0
32.41	39.31	12.29	9.03	0.39	1.55	1	0.44	1.19	1.2	0.66	0.38	0.05	0.03	0	0.07
2.22	10.15	7.81	14.16	0.2	28.5	29.16	0.01	1.67	1.91	3.85	0.36	0	0	0	0
46.59	32.69	7.22	2.23	1.21	0.01	1.75	2.28	0.48	1.95	0	2.95	0.51	0.13	0	0
43.03	39.38	3.7	5.52	0.83	0.65	1.51	0	0.28	0.67	0	4.43	0	0	0	0
48.47	34.44	6.53	1.88	0.9	1.22	0.87	1.43	0.49	0.88	0.17	2.41	0.17	0.11	0.03	0
51.58	31.46	3.02	1.7	2.56	0.75	2.32	1.61	0.96	0.56	0.35	2.61	0.52	0	0	0
47.86	38.72	3.99	3.4	0	0.37	1.29	0.69	0.81	0.24	0.78	1.85	0	0	0	0
0	7.35	0	21.6	0.11	57.48	1.51	0.04	4.01	7.9	0	0	0	0	0	0
67.68	0.52	0	0.7	25.9	0.83	0	3.25	1.02	0	0	0	0.09	0	0	0
69.06	0.3	0.26	0.01	24.74	1.28	0	2.35	0.31	0.48	0.39	0.22	0.16	0.14	0.04	0.27
30.29	4.53	1.84	2.49	29	5.11	23.37	1.78	0.79	0.58	0.08	0	0.1	0	0.03	0
13.48	0	0.48	0.83	62.64	2.17	17.01	1.39	0.36	0.59	0.1	0	0.04	0.43	0.47	0
1.98	0.28	0.04	0.03	61.62	0.5	34.66	0.4	0.14	0.25	0.03	0.05	0	0	0	0
61.2	29.76	1.13	2.63	0.91	0.38	1.4	0.53	0.46	0.75	0.74	0.11	0	0	0	0
0.04	0	0	0	0	0.02	0.07	0.08	0.02	0.03	0	0	0.58	5.15	8.48	85.52
0.02	0.8	0.96	5.23	0	20.37	0.87	0	0.01	70.13	1.6	0.01	0	0	0	0
0.38	21.2	47.5	16.16	0.57	3.73	2.85	0.36	0.67	0.61	2.82	3.12	0	0	0.03	0
3.01	25.64	41.13	4.69	0.43	1.29	0.58	0.81	0.62	0.87	6.38	13.37	0.38	0.55	0.24	0
0.75	27.9	44.12	4.87	0.3	0.57	0.28	0.39	0.75	0.51	4.86	13.94	0.12	0.32	0.13	0.19
1.56	26.52	45.34	5.55	0.32	0.49	0.58	0.38	0.38	0.19	5.67	12.81	0.09	0.05	0.07	0
53.03	36.52	3.25	2.74	0.7	0	1.72	0.38	1.45	0	0.2	0	0	0	0	0
60.71	31.25	2.72	0.34	0.64	1.03	0.38	0.97	0.33	0.55	0.32	0.75	0	0	0	0
70.26	19.55	1.87	0.08	1.83	0.71	1.15	1.83	0.21	0.92	0.29	0.82	0	0.1	0.17	0.23
1.91	8.33	7.67	10.57	0.92	29.87	33.67	0.25	1.59	1.9	2.65	0.39	0	0.01	0	0.26
1.86	9.25	7.54	10.93	1.29	29.72	31.73	0.9	1.42	1.94	1.31	1.63	0.09	0.2	0.11	0.09
2.87	0	0	0	55.19	3.38	37.41	0.78	0.12	0.24	0	0	0	0	0	0
52.1	33.81	3.78	2.84	1.71	0.04	2.5	0.57	0	0.47	2.18	0	0	0	0	0
0.54	10.84	41.42	2.87	0.61	0.58	0.61	0.33	0.24	0.21	13.09	23.47	0.19	3.35	0.14	1.49
0.36	9.86	49.26	0.1	0.34	0.45	0.32	1.06	0.5	0.72	11.66	22.86	0.66	1.63	0.23	0
0.76	10.65	49.86	0.35	0.44	0.46	0.2	1.27	0.47	1.07	10.58	20.74	0.54	1.93	0.51	0.17
0.95	10.98	45.29	1.55	0.35	0.98	0.44	1.08	0.65	1.11	10.71	20.83	0.66	3.16	0.6	0.67
0.02	28.15	46.69	20.1	0.14	1.05	0.32	0.14	0.92	0.84	0.74	0.88	0.02	0.01	0	0
0.45	1.09	10.75	0.81	0.37	0.36	0.22	0.27	0.36	0.47	26.54	38.71	0.1	10.73	0.36	8.4
0.05	6.8	4.54	71.67	0.16	0.3	0.02	0.38	0.05	0.42	15.27	0.34	0	0	0	0
59.02	31.7	1.26	2.96	1.4	0.05	0.88	0.56	0.28	0.34	1.41	0.07	0	0	0	0.07
0.06	0.01	0.01	0	0	0	0	0.03	0.03	0	0	0	0.62	29.85	8.36	61.02
0.01	0.01	0.03	0	0.01	0.01	0.01	0.02	0.01	0	0.01	0.02	0.51	29.46	8.47	61.43
0.13	0.39	0.37	0.09	0	0.02	0.01	0.05	0.01	0.02	0.12	12.86	3.22	71.26	3	8.45
0.2	0.39	0.12	0.09	0.05	0.01	0.01	0.09	0.03	0.04	0.17	12.73	3.08	68.28	3.31	11.41
0	0	0	0	0	0	0	0.12	0.02	0.01	0	0	0.01	32.61	1.45	65.77
69.83	24.12	0	0	1.68	0.31	1.08	0.85	0.43	0.45	0.16	0	0.16	0.42	0	0.51
46.03	35.82	5.38	5.57	0.62	0.85	0.98	0.9	0.67	0.95	0.92	0.99	0.14	0.1	0.08	0
10.29	53.84	14.77	1.56	0.7	0.37	0.16	0.52	0.22	0.2	1.49	10.7	0.12	1.06	0.49	3.5
72.93	20.65	0.6	0.14	1.7	1.25	0.19	1.22	0.43	0.28	0	0.45	0.1	0	0	0.06
79.06	8.31	0.92	0	3.02	2.04	0.67	3.44	0.7	0.67	0	0.84	0.01	0.33	0	0
75.49	9.5	1.44	1.16	5.14	1.01	0.68	2.5	0.99	1.39	0.69	0	0	0	0	0
0.04	0	0.01	0	0.02	0	0.01	0.16	0.02	0.01	0.33	1.62	1.13	3.44	0.72	92.49
69.35	4.21	0.9	0	19.85	1.24	0	2.48	0.26	1.69	0	0	0	0	0	0
0.05	0.66	0.39	1.71	0.21	0.69	0.25	0.18	89.6	1.25	3.12	0.76	0.05	0.18	0.12	0.78
0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	99.97	0.01
42.04	41.36	4.84	5.66	1.38	0.16	0	0	1.41	0.21	2.64	0.29	0	0	0	0
52.7	34.92	4.42	2.97	0.41	1.09	0	0.75	1.25	0	0.14	1.34	0	0	0	0
45.46	37.49	4.93	6.1	0.7	1.11	0.18	0.81	0.35	0.59	0.87	1.06	0	0.12	0.06	0.18
0	0	0	0	20.78	0.45	0.93	77.72	0.02	0.09	0	0	0	0	0	0
0.49	3.4	5.68	12.48	0.54	0.69	0.6	0.26	46.36	1.42	20.31	3.37	0.24	0.59	0.28	3.3
1.73	4.67	8.37	16.44	0.41	0	0.19	0.21	27.42	2.42	26.23	3.69	0.24	0.2	0.59	7.19
0.03	0	0	0	37.31	0.98	61.23	0.24	0.13	0.08	0	0	0	0	0	0
0.47	1.57	1.43	1.33	7.18	23.16	62.18	0.24	0.61	1.04	0.62	0.17	0	0	0	0
0.87	5.07	4.68	5.92	0.34	37.61	39.26	0.45	1.28	2.07	2.06	0.38	0	0	0	0
0.78	8.13	9	60.67	0.58	5.83	0.46	0.18	0.47	1.25	11.96	0.7	0	0	0	0
0.9	0.3	3.71	0.58	0.07	0.2	0.08	0.21	0.19	0.05	35.13	32.21	0	10.61	0.02	15.75
0.86	6.36	32.76	8.33	0.16	0.04	0.06	0.13	0.1	0.15	27.54	20	0.22	1.96	0.06	1.26
0.7	1.15	1.69	1.13	0.34	0.37	0.1	0.51	0.25	0.49	46.28	28.24	0.29	10.2	0.05	8.2
0.31	0	0.05	0.06	0.18	0.32	0.04	0.28	0.04	0.17	36.35	23.01	0.26	12.53	0.4	25.99
0.39	0.32	0.56	0.54	0.08	0.61	0.03	0.1	0.03	0.26	39.57	33.74	0.01	10.07	0	13.67
0.55	8.66	6.12	52.33	0.12	0.1	0.01	0.16	0.24	0.36	29.84	1	0.13	0.12	0.03	0.22
5.02	0	0	0	2.95	7.73	82.61	1.46	0.06	0.16	0	0	0	0	0	0
61.14	30.95	1.45	1.07	0.34	0.47	0.86	0.49	0.3	0.23	0.14	2.56	0	0	0	0
4.19	0	0	0	14.79	7.21	72.6	1	0.01	0.19	0	0	0	0	0	0
34.02	37.57	5.48	12.84	0.58	2.38	3.93	0.43	0.8	0.38	1.1	0.13	0	0.04	0.27	0.04
25.29	8.17	1.41	2.68	0.93	5.65	50.2	0.86	1.14	1.3	1.33	0.34	0.2	0.47	0.03	0
32.48	25.12	5.32	5.67	0.58	2.63	24.01	0.84	0.86	0.72	0.97	0.54	0	0.06	0.05	0.16
31.95	33.24	8.37	11.07	1.57	2.03	3.62	1.36	1.09	1.97	3.08	0	0.05	0	0.6	0
0.11	0.68	0.75	3.04	0.04	89.4	1.03	0.03	0.13	4.17	0.55	0.07	0	0	0	0
0	0.07	0	0	0	0	0	0.1	0.02	0	0	0	17.67	8.83	3.72	69.59
71.66	11.05	0	1.02	9.48	2.01	0.08	2.51	0.48	0.88	0.5	0.33	0	0	0	0
0.7	14.38	36.74	19.2	0.52	11.08	10.13	0.31	0.74	1.22	4.27	0.69	0.01	0	0	0
70.13	20.45	2.56	1.03	0.74	0.33	1.26	1.19	0.34	1.45	0.26	0.25	0	0	0	0
0.28	19.35	45.41	13.79	0.97	5.35	3.1	1.41	1.32	0.57	4.12	3.08	0.51	0	0.75	0
0.1	18.43	56.38	14.71	0.27	3.91	2.92	0.39	0.55	1.14	1.08	0.1	0.01	0.01	0	0
6.68	0.19	0	0.53	0.2	8.8	82.09	1.34	0	0	0	0.06	0.08	0	0.01	0
50.85	0	0.02	1.41	19.48	2.19	9.95	11.13	0.68	0.44	0.2	0.17	0.19	2.36	0.47	0.44
0	12.06	1.33	53.13	0.06	0.02	0	0.12	0.32	0.05	32.81	0.1	0	0	0	0
46.77	36.22	0	8.92	1.98	0.97	0.35	0	0.91	0.91	2.96	0	0	0	0	0
0.01	0.02	7.45	0.01	0.35	0.17	0.28	0.28	0.12	0.42	3.61	29.02	1.23	57.01	0.01	0
0.35	0	0.12	0	3.07	45.15	46.8	0.17	0.05	3.84	0.44	0	0	0	0	0
0.91	14.84	40.24	2.24	0	0.67	0.2	0	0.27	0	10.49	24.92	0.41	3.47	0.02	1.32
